Official division,Name type,Administrative area name,Administrative level,Description,Comment,Part of,MAEASaM ID,Geometry,resourceid
,Primary name,Bakassi,Level 2,,,,ADMIN-NGA-000000805,,b1040985-44af-4356-be5d-e81aa7d65e29
,Primary name,Apapa,Level 2,,,,ADMIN-NGA-000000804,,fe4a0ece-63a4-4e45-bedc-32c324999866
,Primary name,Eti-Osa,Level 2,,,,ADMIN-NGA-000000803,,d377796e-3a08-45eb-b490-c4346a271c35
,Primary name,Kagarko,Level 2,,,,ADMIN-NGA-000000802,,6ee85080-de37-4a3a-bcfc-d437e970cc54
,Primary name,Edati,Level 2,,,,ADMIN-NGA-000000801,,cd5f58ef-31fe-4e6d-a344-e8da80da9380
,Primary name,Ise /Orun,Level 2,,,,ADMIN-NGA-000000800,,0d2b1bc5-842b-4791-a746-990e453e16e5
,Primary name,Sule Tankarkar,Level 2,,,,ADMIN-NGA-000000799,,d327cfca-d03f-4b11-9c71-44eb49fc9333
,Primary name,Edu,Level 2,,,,ADMIN-NGA-000000798,,f9b6d527-7818-40af-9344-e56ce040801e
,Primary name,Maigatari,Level 2,,,,ADMIN-NGA-000000797,,1dab40e3-659e-4584-aed1-3eb179bea2c8
,Primary name,Borgu,Level 2,,,,ADMIN-NGA-000000796,,05115bbe-e1d0-439f-b6dc-eca99b7ccd13
,Primary name,Zurmi,Level 2,,,,ADMIN-NGA-000000795,,09147f15-fd15-4569-a551-873d3ede1dd8
,Primary name,Gudu,Level 2,,,,ADMIN-NGA-000000794,,d919c623-3bd1-45ac-835b-a2c91867eb22
,Primary name,Bagudo,Level 2,,,,ADMIN-NGA-000000793,,a9da29e3-b4b8-499e-89dc-7405088cb15c
,Primary name,Isa,Level 2,,,,ADMIN-NGA-000000792,,96a450e2-50c6-4812-8b86-24f7763a4162
,Primary name,Mobbar,Level 2,,,,ADMIN-NGA-000000791,,2d3274b2-01c7-428d-8b33-d861f24b8589
,Primary name,Marte,Level 2,,,,ADMIN-NGA-000000790,,6bb1ed07-a679-46ec-b2b2-b1e5bc9ec152
,Primary name,Calabar South,Level 2,,,,ADMIN-NGA-000000789,,9a117478-f15c-4de4-870d-cc315a93ac12
,Primary name,Epe,Level 2,,,,ADMIN-NGA-000000788,,fcc2748b-3ae9-4f9d-9d83-4d3c27b6a382
,Primary name,Imeko-Afon,Level 2,,,,ADMIN-NGA-000000787,,fd738dd3-1dad-478a-b80f-4d78d83618aa
,Primary name,Eastern Obolo,Level 2,,,,ADMIN-NGA-000000786,,c66a4e23-1161-43ea-b3ce-6ddbe1e2c46c
,Primary name,Ibeno,Level 2,,,,ADMIN-NGA-000000785,,06d6668e-1021-4e72-84d0-c05b395f73dd
,Primary name,Opobo /Nkoro,Level 2,,,,ADMIN-NGA-000000784,,ebf131d8-9965-4c9e-9a5d-6cc16fed8f02
,Primary name,Andoni,Level 2,,,,ADMIN-NGA-000000783,,43575b61-0c4a-4518-82b7-391427a6662e
,Primary name,Bonny,Level 2,,,,ADMIN-NGA-000000782,,f69eb9d2-ae7c-44ae-902c-586ad0ab6c48
,Primary name,Nembe,Level 2,,,,ADMIN-NGA-000000781,,fa25739a-98f4-4735-bb6f-c3d84640fb8b
Department,Primary name,Guinguineo,Level 2,,,,ADMIN-SEN-000000016,,195d8eb9-7196-4311-86a3-7017ae0291f2
Region,Primary name,Saint louis,Level 1,,,,ADMIN-SEN-000000015,,30b7da14-af10-44e5-b94a-4f525b5f1572
Region,Primary name,Matam,Level 1,,,,ADMIN-SEN-000000014,,66b22f6d-2ece-4f11-8be9-1b3c079b5b7c
Region,Primary name,Louga,Level 1,,,,ADMIN-SEN-000000013,,934cb35a-207d-466a-827b-f5f5912a8331
Region,Primary name,Fatick,Level 1,,,,ADMIN-SEN-000000012,,c65057f2-e4cd-4149-9811-b2aa4dd34c91
Region,Primary name,Diourbel,Level 1,,,,ADMIN-SEN-000000011,,bc5c324c-5729-48d1-b971-e5f4e915f8dc
Region,Primary name,Ziguinchor,Level 1,,,,ADMIN-SEN-000000010,,69f03eb6-edd0-4056-b06b-c412cbf39636
Region,Primary name,Thies,Level 1,,,,ADMIN-SEN-000000009,,692c5642-e01d-4563-9eda-3601378aa1d9
Region,Primary name,Dakar,Level 1,,,,ADMIN-SEN-000000008,,259ea5c5-c580-483e-bb45-2267d7efbeb6
Region,Primary name,Kaffrine,Level 1,,,,ADMIN-SEN-000000007,,6cb70c42-755b-4b6a-adb9-981079f5e339
Region,Primary name,Tambacounda,Level 1,,,,ADMIN-SEN-000000006,,d7ca311b-81df-467d-8995-0ab8674437c1
Region,Primary name,Sedhiou,Level 1,,,,ADMIN-SEN-000000005,,ffa29bb6-e82c-47d4-9f87-b17726e7bdbe
Region,Primary name,Kolda,Level 1,,,,ADMIN-SEN-000000004,,27e7cf26-d67c-4e3f-a191-b0c441144232
Region,Primary name,Kedougou,Level 1,,,,ADMIN-SEN-000000003,,0149179f-9176-4187-992b-c1c7e3751b24
Region,Primary name,Kaolack,Level 1,,,,ADMIN-SEN-000000002,,3b8ac0b9-46b8-45c8-b615-5e4c53e52586
National,Primary name,Senegal,Level 0,,,,ADMIN-SEN-000000001,,000d710d-989a-4f02-9bc8-49227a35d9f2
,Primary name,Oron,Level 2,,,,ADMIN-NGA-000000813,,d7f8ba92-f46c-4732-ac75-b67396a9ce03
,Primary name,Maru,Level 2,,,,ADMIN-NGA-000000812,,ca4e22ef-6c30-4cf8-b13e-38558838d584
,Primary name,Bade,Level 2,,,,ADMIN-NGA-000000811,,cf55d71e-7180-439c-97f6-cb26787b0829
,Primary name,Lavun,Level 2,,,,ADMIN-NGA-000000810,,58fe3e99-694d-47ea-9a20-55d9874ad10c
,Primary name,Isoko North,Level 2,,,,ADMIN-NGA-000000809,,87da827a-6432-4957-9f33-a586c298c14f
,Primary name,Ethiope East,Level 2,,,,ADMIN-NGA-000000808,,ba8e3d36-686a-4592-91e2-54019e9d2731
,Primary name,Danko Wasagu,Level 2,,,,ADMIN-NGA-000000807,,d9253031-8787-4900-8daa-74c567c9ba93
Department,Primary name,Mbour,Level 2,,,,ADMIN-SEN-000000038,,4c3bfbe7-9bbd-4549-9e1e-73f364f0ed88
Department,Primary name,Rufisque,Level 2,,,,ADMIN-SEN-000000037,,f56902f9-ee29-498b-a902-f31ea0b0f46a
Department,Primary name,Dakar,Level 2,,,,ADMIN-SEN-000000036,,168becd9-f333-4a49-a6d0-eebc89871235
Department,Primary name,Maleme hodar,Level 2,,,,ADMIN-SEN-000000035,,faada071-ce32-40ff-9133-f48e7a6ab91c
Department,Primary name,Koungueul,Level 2,,,,ADMIN-SEN-000000034,,1df4fbba-7eac-48af-a830-0ee5dd372c90
Department,Primary name,Kaffrine,Level 2,,,,ADMIN-SEN-000000033,,8e945fe0-cd04-4127-844c-22ab5c2b7e46
Department,Primary name,Birkilane,Level 2,,,,ADMIN-SEN-000000032,,1966f62d-3516-45aa-8f4d-dea7822789dc
Department,Primary name,Tambacounda,Level 2,,,,ADMIN-SEN-000000031,,b156b134-0abc-42c6-80c5-1ec65c295c16
Department,Primary name,Koupentoum,Level 2,,,,ADMIN-SEN-000000030,,c1e13748-e5da-4ad5-8a81-6ec212ab0557
Department,Primary name,Goudiry,Level 2,,,,ADMIN-SEN-000000029,,efab79e9-373d-4e15-8356-d8c9a183db38
Department,Primary name,Bakel,Level 2,,,,ADMIN-SEN-000000028,,6dcab339-a36b-4177-8d87-2e50e53d7a83
Department,Primary name,Sedhiou,Level 2,,,,ADMIN-SEN-000000027,,9b19c2e1-a157-4020-b7e1-f07db279a81e
Department,Primary name,Goudomp,Level 2,,,,ADMIN-SEN-000000026,,8ece4d0c-0194-42dc-a866-b8f70aa671bd
Department,Primary name,Bounkiling,Level 2,,,,ADMIN-SEN-000000025,,acacb447-efb1-4396-a19d-ae6965187777
Department,Primary name,Velingara,Level 2,,,,ADMIN-SEN-000000024,,47345778-5603-4a68-968c-c83a14ad3e88
Department,Primary name,Medina yoro foula,Level 2,,,,ADMIN-SEN-000000023,,dc5c59ac-9dde-483e-b4c1-e81632fda695
Department,Primary name,Kolda,Level 2,,,,ADMIN-SEN-000000022,,4dba83e2-f137-4c0f-84e2-74173db62f76
Department,Primary name,Saraya,Level 2,,,,ADMIN-SEN-000000021,,b4c3bb4c-5cdb-45d3-860f-52602f18aede
Department,Primary name,Salemata,Level 2,,,,ADMIN-SEN-000000020,,5638f2f2-1660-47ca-8d2f-049f20e414a5
Department,Primary name,Kedougou,Level 2,,,,ADMIN-SEN-000000019,,8ce3fbf3-5301-4b07-95df-88000b5caa74
Department,Primary name,Nioro du rip,Level 2,,,,ADMIN-SEN-000000018,,f2335418-2ad3-463a-8128-b24c87018f43
Department,Primary name,Kaolack,Level 2,,,,ADMIN-SEN-000000017,,e8ecd986-4f64-4266-a190-bca9302dabdb
State,Primary name,Al Jazeera,Level 1,,,,ADMIN-SDN-000000002,,e944c478-96e7-446c-b2c9-660450b3d744
National,Primary name,Sudan,Level 0,,,,ADMIN-SDN-000000001,,b19a01f3-7180-46ec-a7b0-bed258b1ce1d
Department,Primary name,Saint louis,Level 2,,,,ADMIN-SEN-000000058,,ca646186-483a-4a20-b051-8c315b6cce87
Department,Primary name,Podor,Level 2,,,,ADMIN-SEN-000000057,,7112965a-dcd7-40e5-9975-2d96eeb1114c
Department,Primary name,Dagana,Level 2,,,,ADMIN-SEN-000000056,,cd47a291-6052-4111-b737-437e3d4a7ae6
Department,Primary name,Ranerou,Level 2,,,,ADMIN-SEN-000000055,,48daf900-269e-4bae-9b51-8060b28ed54f
Department,Primary name,Matam,Level 2,,,,ADMIN-SEN-000000054,,a949ca57-6e8c-49b4-9b34-1410cece6788
Department,Primary name,Kanel,Level 2,,,,ADMIN-SEN-000000053,,f5544595-67e4-4f12-ac6c-6a9af5926dc8
Department,Primary name,Linguere,Level 2,,,,ADMIN-SEN-000000052,,91986297-faf8-42e1-b29b-4b3d569ece69
Department,Primary name,Louga,Level 2,,,,ADMIN-SEN-000000051,,75e230cf-ff12-4ae7-a37d-33647200195f
Department,Primary name,Kebemer,Level 2,,,,ADMIN-SEN-000000050,,6f7d463b-bca6-4753-b3e7-53d46a6b8cff
Department,Primary name,Foundiougne,Level 2,,,,ADMIN-SEN-000000049,,05178233-89b4-44a5-a521-60b4af308d80
Department,Primary name,Fatick,Level 2,,,,ADMIN-SEN-000000048,,61091e22-07c0-443b-9b4e-012a2d95a9c4
Department,Primary name,Gossas,Level 2,,,,ADMIN-SEN-000000047,,e4d39485-67e5-4b51-a508-b15f040c1e27
Department,Primary name,Mbacke,Level 2,,,,ADMIN-SEN-000000046,,2f854980-9516-4e04-a199-b48dbb7cf358
Department,Primary name,Diourbel,Level 2,,,,ADMIN-SEN-000000045,,4c30d2e4-40c2-4105-9987-4ef1031ec6d3
Department,Primary name,Bambey,Level 2,,,,ADMIN-SEN-000000044,,dcc9f3f5-5ecc-4731-baac-a2f67189002d
Department,Primary name,Ziguinchor,Level 2,,,,ADMIN-SEN-000000043,,69fad111-47cc-4a6e-a600-bc717a4b9e50
Department,Primary name,Oussouye,Level 2,,,,ADMIN-SEN-000000042,,5787f37b-8795-46d0-92ce-bf85c978f03a
Department,Primary name,Bignona,Level 2,,,,ADMIN-SEN-000000041,,688cea03-875b-4873-85b9-3b68a2f5ece8
Department,Primary name,Tivaoune,Level 2,,,,ADMIN-SEN-000000040,,38f7228c-89d8-48de-92fd-a305c2bd01cb
Department,Primary name,Thies,Level 2,,,,ADMIN-SEN-000000039,,1ae81413-d5d7-49ec-9f45-5e0b5c7c9623
District,Primary name,Ad Damazin,Level 2,,,,ADMIN-SDN-000000024,,d4ba9935-e812-496e-bb55-46315fa1691d
District,Primary name,Um Al Gura,Level 2,,,,ADMIN-SDN-000000023,,e08dcd6c-a5d4-4b2c-b12f-364d4325bbe7
District,Primary name,South Al Jazeera,Level 2,,,,ADMIN-SDN-000000022,,83f71e4f-deba-4659-833c-b1ca4810bc70
District,Primary name,North Al Jazeera,Level 2,,,,ADMIN-SDN-000000021,,ebb6066b-8459-4513-aa96-c8c659c04d71
District,Primary name,East Al Jazeera,Level 2,,,,ADMIN-SDN-000000020,,6ab24c3c-54cd-40e7-96eb-b9db8d16ea20
District,Primary name,Al Managil,Level 2,,,,ADMIN-SDN-000000019,,e961dd6c-06e4-4aa5-adbd-482477e8bd0b
District,Primary name,Al Kamlin,Level 2,,,,ADMIN-SDN-000000018,,5f81b7a1-01fa-4715-9c07-2a7b3f59f7a1
District,Primary name,Al Hasaheisa,Level 2,,,,ADMIN-SDN-000000017,,ff193a4d-5044-4d29-bc89-2909c5eee1fa
State,Primary name,Gadaref,Level 1,,,,ADMIN-SDN-000000016,,44a0b3ce-ce32-41d4-a2c2-78160c3cb1fa
State,Primary name,Northern Kordofan,Level 1,,,,ADMIN-SDN-000000015,,fd60c52c-73c8-475b-b626-a21897537d64
State,Primary name,Kassala,Level 1,,,,ADMIN-SDN-000000014,,9d2bb239-1725-4780-bcae-e729b9168694
State,Primary name,Red Sea,Level 1,,,,ADMIN-SDN-000000013,,f500a991-64ba-489b-9645-4010c44ec841
State,Primary name,Southern Kordofan,Level 1,,,,ADMIN-SDN-000000012,,7c72d96a-a9cc-423d-91c6-1a9b5b971b9b
State,Primary name,White Nile,Level 1,,,,ADMIN-SDN-000000011,,b1ba55e4-ec74-4a0c-a878-e9c732965b4c
State,Primary name,Western Darfur,Level 1,,,,ADMIN-SDN-000000010,,cc4e12a6-fd3b-4387-acbf-05323c5d7cba
State,Primary name,Southern Darfur,Level 1,,,,ADMIN-SDN-000000009,,30a322f6-333b-4f87-a5f1-5d817252b888
State,Primary name,Sennar,Level 1,,,,ADMIN-SDN-000000008,,896f43ab-c757-431f-b175-59a9fd167e41
State,Primary name,Nile,Level 1,,,,ADMIN-SDN-000000007,,a7de54e6-f7fb-403a-843e-85266ccec02d
State,Primary name,Northern Darfur,Level 1,,,,ADMIN-SDN-000000006,,acba318a-6738-4eed-a403-a0002ebdaa4c
State,Primary name,Northern,Level 1,,,,ADMIN-SDN-000000005,,0bc06f5e-fb64-4cc4-aa39-4a3f89539ae9
State,Primary name,Khartoum,Level 1,,,,ADMIN-SDN-000000004,,a94592c8-c47b-46da-826c-c8fa08482365
State,Primary name,Blue Nile,Level 1,,,,ADMIN-SDN-000000003,,b110f40f-f7e1-419f-af77-901307f6f398
District,Primary name,Ad Damer,Level 2,,,,ADMIN-SDN-000000046,,8f3471d9-f2d0-42fd-90e6-d83c2db3e1e4
District,Primary name,Abu Hamad,Level 2,,,,ADMIN-SDN-000000045,,cbaa8199-12af-496c-89bc-051c35bd1186
District,Primary name,Um Kadada,Level 2,,,,ADMIN-SDN-000000044,,193ec368-4887-45ea-bc10-4711f1b88206
District,Primary name,Mellit,Level 2,,,,ADMIN-SDN-000000043,,ed8c705a-b111-496a-8998-13de60424df6
District,Primary name,Kutum,Level 2,,,,ADMIN-SDN-000000042,,b96fa74e-8e1d-4ef8-be69-dc5a84a42115
District,Primary name,Kabkabiya,Level 2,,,,ADMIN-SDN-000000041,,1184b313-c3c8-45a2-9b34-459176bd430a
District,Primary name,Al Fasher,Level 2,,,,ADMIN-SDN-000000040,,50adf7cd-b1d7-42b5-8053-a843d8036fb5
District,Primary name,Wadi Halfa,Level 2,,,,ADMIN-SDN-000000039,,f7a96e21-3002-4087-955e-3a6a958e7622
District,Primary name,Merawi,Level 2,,,,ADMIN-SDN-000000038,,9193aa4e-6119-461f-ae20-72508298b7d3
District,Primary name,Dongola,Level 2,,,,ADMIN-SDN-000000037,,1739b19e-f443-4166-98b8-362f3dd84e11
District,Primary name,Addabah,Level 2,,,,ADMIN-SDN-000000036,,15fb669e-7cbc-4c96-b7e5-76c4f4e5748a
District,Primary name,Um Durman,Level 2,,,,ADMIN-SDN-000000035,,bfb67245-6e5e-48e7-acc0-b7237396e614
District,Primary name,Um Badda,Level 2,,,,ADMIN-SDN-000000034,,2e4a5096-aba5-436a-91c5-de1a269eb590
District,Primary name,Sharg En Nile,Level 2,,,,ADMIN-SDN-000000033,,e062805d-cba5-4a4c-a70f-d4c86537faf0
District,Primary name,Khartoum Bahri,Level 2,,,,ADMIN-SDN-000000032,,23e6793e-193a-4b15-8eb0-dc8c19e6ac83
District,Primary name,Khartoum,Level 2,,,,ADMIN-SDN-000000031,,4e839abd-02b7-4f50-8327-94399e044c9a
District,Primary name,Karary,Level 2,,,,ADMIN-SDN-000000030,,fc1add38-76d3-4c34-a77a-b0b3962c3f32
District,Primary name,Jabal Aulia,Level 2,,,,ADMIN-SDN-000000029,,8a69fdec-5863-4089-8700-41f9bf4e8ef2
District,Primary name,Geissan,Level 2,,,,ADMIN-SDN-000000028,,0a3e30c0-ed81-429e-87ed-1762b3d1ab0f
District,Primary name,Baw,Level 2,,,,ADMIN-SDN-000000027,,6ed91622-c411-4d1e-abf5-02af2f11adbe
District,Primary name,Al Roseires,Level 2,,,,ADMIN-SDN-000000026,,6a046345-99ef-46ee-92e9-adf8b9453cf6
District,Primary name,Al Kurumuk,Level 2,,,,ADMIN-SDN-000000025,,4f6812e2-f194-4287-ace5-37eb5cc08daf
District,Primary name,Wadi Salih,Level 2,,,,ADMIN-SDN-000000068,,ca6fdd0f-3fcb-4dad-aad4-35c01f5fdf47
District,Primary name,Mukjar,Level 2,,,,ADMIN-SDN-000000067,,5041ea1a-c750-4103-8cea-e67bd60aa761
District,Primary name,Kulbus,Level 2,,,,ADMIN-SDN-000000066,,62bad80c-f382-4bbf-9a51-07eeaeb8d28c
District,Primary name,Jebel Marra,Level 2,,,,ADMIN-SDN-000000065,,c222c321-abdf-4d3f-8cfa-4784f8dcd61b
District,Primary name,Habillah,Level 2,,,,ADMIN-SDN-000000064,,2e831718-6718-4e22-868c-b956dca3ee92
District,Primary name,Al Geneina,Level 2,,,,ADMIN-SDN-000000063,,0389c5bf-1970-4811-bba0-d117b034a9d7
District,Primary name,Tulus,Level 2,,,,ADMIN-SDN-000000062,,fd737931-ae99-4d14-9830-e13afe274c87
District,Primary name,Shearia,Level 2,,,,ADMIN-SDN-000000061,,d8e11a7e-8350-47fd-b105-ecde19c99864
District,Primary name,Rehed Al Birdi,Level 2,,,,ADMIN-SDN-000000060,,0e22247b-2d02-4e59-93c5-4b88cec29385
District,Primary name,Nyala,Level 2,,,,ADMIN-SDN-000000059,,2f983afd-51c9-4e17-b4ac-7209e44da246
District,Primary name,Kas,Level 2,,,,ADMIN-SDN-000000058,,4eff76a4-6ee3-4d81-aa76-571dc9f06ec0
District,Primary name,Edd al Fursan,Level 2,,,,ADMIN-SDN-000000057,,a9fae26d-bc9a-42a3-b74b-4bca9b742b83
District,Primary name,Buram,Level 2,,,,ADMIN-SDN-000000056,,2bfbe584-828f-49ae-9ed2-f393849192cd
District,Primary name,Al Deain,Level 2,,,,ADMIN-SDN-000000055,,0b0eefed-66a8-4e44-abcf-8e1aa5138099
District,Primary name,Adayala,Level 2,,,,ADMIN-SDN-000000054,,0cb3db06-61f3-4863-85e2-e036c8c2114b
District,Primary name,Singa,Level 2,,,,ADMIN-SDN-000000053,,0ed7da7e-6c3f-493d-a4a2-12dbf2829b1f
District,Primary name,Sennar,Level 2,,,,ADMIN-SDN-000000052,,66647679-11b2-44cd-891a-865dd9c74de6
District,Primary name,Ad Dinder,Level 2,,,,ADMIN-SDN-000000051,,618fe7ce-bf7b-4b77-9779-26b4b93de8ae
District,Primary name,Shendi,Level 2,,,,ADMIN-SDN-000000050,,69d3dc74-6f78-4f1a-9e71-7741cc114675
District,Primary name,Barbar,Level 2,,,,ADMIN-SDN-000000049,,99f4ac5b-c893-466b-b761-1993ed6fef9c
District,Primary name,Atbara,Level 2,,,,ADMIN-SDN-000000048,,aa87221e-808e-412e-8768-28bf576765c9
District,Primary name,Al Matammah,Level 2,,,,ADMIN-SDN-000000047,,cef81758-2b78-478c-99e6-df23194c2906
District,Primary name,Butana,Level 2,,,,ADMIN-SDN-000000090,,0dbbfb9b-4e99-44fd-9f51-bbe5fa73a47a
District,Primary name,Nahr Atbara,Level 2,,,,ADMIN-SDN-000000089,,c1d8cf3f-c824-469c-9691-48141f8a4f1e
District,Primary name,Kassala,Level 2,,,,ADMIN-SDN-000000088,,24ec78a6-5eb3-40ba-82b2-ed574b4a123c
District,Primary name,Hamashkorieb,Level 2,,,,ADMIN-SDN-000000087,,2d7fdb8d-0cb8-4e53-b501-cb98c6dd08e2
District,Primary name,Al Gash,Level 2,,,,ADMIN-SDN-000000086,,4763feb3-b9d6-4cfb-96a8-1226a96130b6
District,Primary name,Halayeb,Level 2,,,,ADMIN-SDN-000000085,,c40b91a1-17ed-4f61-af20-147ce14c9ce5
District,Primary name,Tokar,Level 2,,,,ADMIN-SDN-000000084,,6c8a2043-407b-4041-965e-bcc8290b1eca
District,Primary name,Sinkat,Level 2,,,,ADMIN-SDN-000000083,,5a7bc53d-a288-4e29-b260-12ec8db77b1c
District,Primary name,Port Sudan,Level 2,,,,ADMIN-SDN-000000082,,42279203-abb4-4b41-b5bc-bccdd4c1880a
District,Primary name,Lagawa,Level 2,,,,ADMIN-SDN-000000081,,1ec17eeb-bcb3-4c2d-b9d4-9764e03f356d
District,Primary name,As Salam,Level 2,,,,ADMIN-SDN-000000080,,023ba359-8c03-4844-83d9-485c704adf3e
District,Primary name,Talodi,Level 2,,,,ADMIN-SDN-000000079,,a1586caa-aaef-4151-9e32-90a1c1f8d035
District,Primary name,Rashad,Level 2,,,,ADMIN-SDN-000000078,,74786e24-1fed-4430-96e6-d4a15d665cae
District,Primary name,Kadugli,Level 2,,,,ADMIN-SDN-000000077,,7e8e9d75-1eef-4ec4-a553-e8c36eb7124a
District,Primary name,Delling,Level 2,,,,ADMIN-SDN-000000076,,4eeb7f93-bbd1-4614-b205-c82fad686ef6
District,Primary name,Abu Jubaiyah,Level 2,,,,ADMIN-SDN-000000075,,33f56acf-7d4e-49e8-a5c8-74f03f701d29
District,Primary name,Abyei,Level 2,,,,ADMIN-SDN-000000074,,4ed2068f-916b-4ef0-bed9-21efd71107aa
District,Primary name,Kosti,Level 2,,,,ADMIN-SDN-000000073,,e4ede29f-6f30-4f80-9cac-d08fb3d0c7f4
District,Primary name,Al Jabalian,Level 2,,,,ADMIN-SDN-000000072,,0a3dcaf8-d992-44df-ae4b-d138fd5b1087
District,Primary name,Al Gutaina,Level 2,,,,ADMIN-SDN-000000071,,1db2a633-bd4a-4ba2-bf38-3095ac469e4a
District,Primary name,Ad Douiem,Level 2,,,,ADMIN-SDN-000000070,,a0925cb3-45c8-43d5-9a4f-c7b1ff964b64
District,Primary name,Zallingi,Level 2,,,,ADMIN-SDN-000000069,,ab7b03fe-df33-4953-a8c5-fe4edf3f3347
,Primary name,Janjanbureh,Level 2,,,,ADMIN-GMB-000000010,,8843359b-f097-42c7-b0be-b4e4944b9e38
,Primary name,Fulladu West,Level 2,,,,ADMIN-GMB-000000009,,4dd8fd0a-0101-4c8e-9ede-ff898e788e8a
,Primary name,Banjul,Level 2,,,,ADMIN-GMB-000000008,,928bd35c-0dc0-4c38-9d27-41421577d35f
,Primary name,Kanifing Municipal Council,Level 1,,,,ADMIN-GMB-000000007,,1d479041-977a-4234-b0b4-2b76b2ab5552
,Primary name,West Coast,Level 1,,,,ADMIN-GMB-000000006,,b024aa10-99b8-4976-a52d-ae53efe38485
,Primary name,Upper River,Level 1,,,,ADMIN-GMB-000000005,,14dcc263-183d-492b-9748-24fc60c885c3
,Primary name,North Bank,Level 1,,,,ADMIN-GMB-000000004,,00737f29-ca85-4c84-83c2-0ce3f785c739
,Primary name,Lower River,Level 1,,,,ADMIN-GMB-000000003,,0d7dee0d-1828-48ad-a5fe-9cdf13ab1305
,Primary name,Central River,Level 1,,,,ADMIN-GMB-000000002,,eb71ae9b-efee-426c-a17d-3427c449a259
National,Primary name,Gambia,Level 0,,,,ADMIN-GMB-000000001,,ea45c6b0-9d35-450c-a159-112a3cdb323b
District,Primary name,Al Fushqa,Level 2,,,,ADMIN-SDN-000000103,,48157abe-d3c7-483c-bf69-f84058057027
District,Primary name,Seteet,Level 2,,,,ADMIN-SDN-000000102,,29d45a43-f2b1-4030-a789-c6eaf5b83300
District,Primary name,Al Rahd,Level 2,,,,ADMIN-SDN-000000101,,71c9f3eb-f5e0-4f30-aad3-cafedf63cccb
District,Primary name,Al Galabat,Level 2,,,,ADMIN-SDN-000000100,,55776e30-317e-4122-9d02-a97c30875e5a
District,Primary name,Al Gadaref,Level 2,,,,ADMIN-SDN-000000099,,3280c0a6-a423-4ec9-b288-87e31fd41192
District,Primary name,Al Faw,Level 2,,,,ADMIN-SDN-000000098,,208e3444-e2ab-46fe-a7f2-88a4b0201fa1
District,Primary name,Ghebeish,Level 2,,,,ADMIN-SDN-000000097,,844c672f-7d33-48ed-91e6-3b8eca4cc97d
District,Primary name,En Nuhud,Level 2,,,,ADMIN-SDN-000000096,,62a4286b-3982-47bd-95cf-2c8a649d9d84
District,Primary name,Um Rawaba,Level 2,,,,ADMIN-SDN-000000095,,cf46f42e-1f90-4d01-992a-6a85389f5dbd
District,Primary name,Sowdari,Level 2,,,,ADMIN-SDN-000000094,,36f871f7-d29b-4403-85e2-7ada3628a75a
District,Primary name,Sheikan,Level 2,,,,ADMIN-SDN-000000093,,88c0c6e5-e0db-40e5-916a-e08c0465abac
District,Primary name,Jebrat Al Sheikh,Level 2,,,,ADMIN-SDN-000000092,,bbda977b-2e45-4b24-b738-bd0592aef51a
District,Primary name,Bara,Level 2,,,,ADMIN-SDN-000000091,,e7782ee7-bb1c-4e37-96ab-466ac737f5f9
,Primary name,Foni Bintang-karenai,Level 2,,,,ADMIN-GMB-000000036,,93e9fc16-d210-4ea3-998f-db5a538f9732
,Primary name,Wuli,Level 2,,,,ADMIN-GMB-000000035,,7673f0d1-ef3f-41f4-aaf1-6c600117552b
,Primary name,Sandu,Level 2,,,,ADMIN-GMB-000000034,,39e45e05-5d86-4b49-8719-2f7b1f9106e9
,Primary name,Kantora,Level 2,,,,ADMIN-GMB-000000033,,8181542d-02f2-49a3-a18d-846a715a03e0
,Primary name,Fulladu East,Level 2,,,,ADMIN-GMB-000000032,,cc860bcc-1f92-4065-873d-008b5a366097
,Primary name,Upper Niumi,Level 2,,,,ADMIN-GMB-000000031,,80668355-902d-48f6-b0e3-ca7a83141aac
,Primary name,Upper Baddibu,Level 2,,,,ADMIN-GMB-000000030,,6a86b63b-b1c3-4f39-a30a-8fd3028348f9
,Primary name,Lower Niumi,Level 2,,,,ADMIN-GMB-000000029,,e7266158-efe9-4e97-babe-a3b10e08b4a7
,Primary name,Lower Baddibu,Level 2,,,,ADMIN-GMB-000000028,,564cfd96-9b9b-4bce-8201-69f9458a2779
,Primary name,Jokadu,Level 2,,,,ADMIN-GMB-000000027,,446274b6-bb4f-426d-801c-49fd4d378a94
,Primary name,Central Baddibu,Level 2,,,,ADMIN-GMB-000000026,,9f16ef21-6ae1-41c9-b658-9eb8dea4972c
,Primary name,Kiang West,Level 2,,,,ADMIN-GMB-000000025,,7106fb7e-256a-419b-ac29-37b1806b76e0
,Primary name,Kiang East,Level 2,,,,ADMIN-GMB-000000024,,02e55b52-fd40-4b87-93a0-f1672429c2f3
,Primary name,Kiang Central,Level 2,,,,ADMIN-GMB-000000023,,3b6b725d-34bb-4c64-8162-dc40a3751c98
,Primary name,Jarra West,Level 2,,,,ADMIN-GMB-000000022,,d7da8ccf-23ff-4d07-8eb5-34eeb644a516
,Primary name,Jarra East,Level 2,,,,ADMIN-GMB-000000021,,018ca982-0931-43ec-b622-15abd29e91a7
,Primary name,Jarra Central,Level 2,,,,ADMIN-GMB-000000020,,9b69518c-33e8-4a30-a10d-f48ac62322f5
